Titre,Note,URL,Commentaire
Repère placé,"CIA
Woman 45yo + man 47yo
Boss","https://www.google.com/maps/search/51.5163795,-0.1740422",
Repère placé,"CIA
Woman 44yo + man 49yo
Boss","https://www.google.com/maps/search/51.5044248,-0.1153001",
Repère placé,"DGSE
Man 42yo
Boss","https://www.google.com/maps/search/52.2092166,21.0218041",
Repère placé,"FSB
Man 43yo
Boss","https://www.google.com/maps/search/40.1849093,44.5127529",
Repère placé,"DGSE
Man 45yo
Boss","https://www.google.com/maps/search/40.1847837,44.5030547",
Repère placé,"DLI
Man 43yo
Boss","https://www.google.com/maps/search/40.4057782,49.8470685",
Repère placé,"FSB
Man 51yo
Boss","https://www.google.com/maps/search/40.3970013,49.8942788",
Repère placé,"DGSE
Man 41yo
Boss","https://www.google.com/maps/search/40.4208128,49.8380479",
Repère placé,"MI6
Man 44yo
Boss","https://www.google.com/maps/search/40.3946156,49.8386457",
Repère placé,"MI6
Man 44yo
Boss","https://www.google.com/maps/search/33.5947573,-7.6381833",
Repère placé,"MI6
Man 47yo
Boss","https://www.google.com/maps/search/36.7224029,3.1721393",
Repère placé,"MI6
Man 58yo
Boss","https://www.google.com/maps/search/33.8939777,35.4875417",
Repère placé,"MI6
Man 53yo
Boss","https://www.google.com/maps/search/38.7700811,-9.2137135",
Repère placé,"MI6
Man 44yo
Boss","https://www.google.com/maps/search/-41.294809,174.7890637",
Repère placé,"MI6
Man 54yo
Boss","https://www.google.com/maps/search/39.9372935,116.3822266",
Repère placé,"MI6
Man 41yo
Boss","https://www.google.com/maps/search/59.4379098,24.7688216",
Repère placé,"MI6
Man 57yo
Boss","https://www.google.com/maps/search/60.225634,24.9654983",
Repère placé,"MI6
Man 53yo
Bureau lock 734977","https://www.google.com/maps/search/52.5271056,13.407068",
Repère placé,"CIA
Woman 42yo + woman 39yo
Boss","https://www.google.com/maps/search/51.521663,-0.1206193",
Repère placé,"CIA
Man 42yo
Boss","https://www.google.com/maps/search/-41.2957314,174.7747286",
Repère placé,"CIA
Man 49yo
Boss","https://www.google.com/maps/search/50.4628798,30.5161625",
Repère placé,"CIA
Man 44yo
Boss","https://www.google.com/maps/search/39.96704,116.3685574",
Repère placé,"CIA
Man 46yo
Boss","https://www.google.com/maps/search/37.5579079,126.9515142",
Repère placé,"DGSE
Woman 42yo + man 43yo
Boss","https://www.google.com/maps/search/39.9774096,32.9104646",
Repère placé,"DGSE
Man 46yo
Boss","https://www.google.com/maps/search/36.7306637,3.1139602",
Repère placé,"CO
Here
Here
Here
Here","https://www.google.com/maps/search/47.4892435,36.2640737",
Repère placé,"CO
Here
Here","https://www.google.com/maps/search/47.4465258,35.8353806",
Repère placé,CO,"https://www.google.com/maps/search/47.7000805,36.8271375",
Repère placé,"Wagner
Music!
CO
Here
Here
Here","https://www.google.com/maps/search/48.6741836,38.1091901",
Repère placé,"CO
Here
Here
Here
Here
Here","https://www.google.com/maps/search/47.4408046,35.3498901",
Repère placé,"CO
Here","https://www.google.com/maps/search/47.4986234,36.2613674",
Repère placé,CO,"https://www.google.com/maps/search/47.6115767,37.5018904",
Repère placé,"Signals
Here
Here","https://www.google.com/maps/search/47.3636107,36.66472",
Repère placé,"CIA
Man 47yo","https://www.google.com/maps/search/48.8884504,2.3950886",
Repère placé,CO,"https://www.google.com/maps/search/47.5796657,36.3494645",
Repère placé,CO,"https://www.google.com/maps/search/47.5018052,35.4313498",
Repère placé,"CO
Here
Here
Here
Here
Here","https://www.google.com/maps/search/49.4298592,38.1459327",
Repère placé,CO,"https://www.google.com/maps/search/47.6745904,37.413464",
Repère placé,"CO
Here
Here
Here
Here
Here","https://www.google.com/maps/search/47.3826446,35.7878921",
Repère placé,"CO
Here
Here
Here
Here","https://www.google.com/maps/search/47.4425416,35.3448509",
Repère placé,"CO
Here","https://www.google.com/maps/search/49.5921301,38.1762048",
Repère placé,"CO
Here
Here
Here
Here
Here
Here","https://www.google.com/maps/search/49.4264762,38.1437239",
Repère placé,"CO
Here
Here
Here
Here
Here","https://www.google.com/maps/search/48.5892391,38.0322003",
Repère placé,CO,"https://www.google.com/maps/search/47.6766687,37.4117065",
Repère placé,"CO
Here
Here","https://www.google.com/maps/search/47.6268733,36.9403512",
Repère placé,"CO
Here
Here
Here
Here
Here
Here
Here
Here
Here
Here
Here
Here","https://www.google.com/maps/search/49.4279911,38.1434952",
Repère placé,"CO
Here","https://www.google.com/maps/search/47.7036365,37.4148309",
Repère placé,"CO
Here
Here
Here
Here","https://www.google.com/maps/search/47.4904684,36.2579881",
Repère placé,"CO
Here
Here
Here
Here","https://www.google.com/maps/search/47.3875438,35.7806652",
Repère placé,"Signals
Here","https://www.google.com/maps/search/47.3660599,36.6541702",
Repère placé,CO,"https://www.google.com/maps/search/47.3840518,35.7807041",
Repère placé,"CO
Here","https://www.google.com/maps/search/47.6990691,37.4946109",
Repère placé,CO,"https://www.google.com/maps/search/47.6476364,36.6974218",
Repère placé,"CO
Here
Here
Here","https://www.google.com/maps/search/47.4878694,36.2542877",
Repère placé,CO,"https://www.google.com/maps/search/47.2481675,39.7823779",
Repère placé,"CO
Here","https://www.google.com/maps/search/47.3891622,35.7863472",
Repère placé,"CIA
Man 58yo
Big boss","https://www.google.com/maps/search/48.8443017,2.3479625",
Repère placé,"CIA
Man 44yo","https://www.google.com/maps/search/48.8453374,2.3451201",
7 Rue Dalou,"CIA
Woman 59yo + Man 61yo
Boss",https://www.google.com/maps/place/7+Rue+Dalou/data=!4m2!3m1!1s0x47e6703142dbec71:0xefe94ba78e21933e,
Repère placé,"CIA
Man 46yo","https://www.google.com/maps/search/48.8386246,2.349883",
calistina,"CIA
Man 44yo
Boss",https://www.google.com/maps/place/calistina/data=!4m2!3m1!1s0x47e671ecfe418c9f:0x7fdf95b61fb55be8,
Repère placé,"CIA
Man 48yo","https://www.google.com/maps/search/48.8351608,2.345172",
Repère placé,"CIA
Woman 42yo + Man 42yo
Boss","https://www.google.com/maps/search/48.8331984,2.2509544",
Repère placé,"CIA 2e
Man 29yo service action
Weapons","https://www.google.com/maps/search/48.8296541,2.3720806",
Repère placé,"Gengis khan tomb
Hard to find
-7m
Weapons
Careful very fragile. Wait for radar
We'll help you
Check DNA","https://www.google.com/maps/search/48.7637273,109.1144075",
Repère placé,Military supply,"https://www.google.com/maps/search/24.8853404,118.6823416",
Repère placé,"CIA
Woman 46yo + man 49yo
Boss","https://www.google.com/maps/search/48.8270949,2.3545711",
Repère placé,"CIA
Woman 42yo","https://www.google.com/maps/search/48.8231771,2.3417716",
Repère placé,"CIA
Agents doubles DGSI
Woman 45yo + Man 50yo","https://www.google.com/maps/search/48.8230389,2.3034167",
27 Rue de Fontenay,"CIA
Woman 38yo",https://www.google.com/maps/place/27+Rue+de+Fontenay/data=!4m2!3m1!1s0x47e670d7318413eb:0x2b02d264a02f1e69,
Repère placé,CO,"https://www.google.com/maps/search/48.7218349,38.035128",
Repère placé,CO,"https://www.google.com/maps/search/48.699102,38.0642722",
Repère placé,CO,"https://www.google.com/maps/search/48.698865,38.0630266",
Repère placé,CO,"https://www.google.com/maps/search/48.6981772,38.0653233",
Repère placé,CO,"https://www.google.com/maps/search/48.6677148,38.0908183",
Repère placé,"CO
Here","https://www.google.com/maps/search/48.6632726,38.1919644",
Repère placé,"CO
Here
Here","https://www.google.com/maps/search/48.6630018,38.1967814",
Repère placé,"Signals
CO
Here
Here","https://www.google.com/maps/search/48.6627443,38.1876293",
Repère placé,"CO
Here","https://www.google.com/maps/search/48.6626769,38.186086",
Repère placé,CO,"https://www.google.com/maps/search/48.6624148,38.2001472",
Repère placé,CO,"https://www.google.com/maps/search/48.6623962,38.199593",
Repère placé,CO,"https://www.google.com/maps/search/48.6430773,37.9956971",
Repère placé,CO,"https://www.google.com/maps/search/48.6404257,38.0341416",
Repère placé,"CO
Here","https://www.google.com/maps/search/48.6391232,37.9960029",
Repère placé,CO,"https://www.google.com/maps/search/48.6386112,38.0340299",
Repère placé,"CO
Here","https://www.google.com/maps/search/48.6369363,38.03064",
Repère placé,CO,"https://www.google.com/maps/search/48.6365306,37.9942809",
Repère placé,CO,"https://www.google.com/maps/search/48.5965177,38.0053672",
Repère placé,"CO
Here
Here
Here","https://www.google.com/maps/search/48.5929652,38.0055016",
3927 NE 115th St,"DGSE
Man 52yo",https://www.google.com/maps/place/3927+NE+115th+St/data=!4m2!3m1!1s0x549013d9e4fb41b5:0xac61f57baf86184a,
Repère placé,CO,"https://www.google.com/maps/search/48.6681725,38.0975081",
Repère placé,"CO
Here
Here
Here","https://www.google.com/maps/search/47.632187,36.9270219",
Repère placé,"CO
Here","https://www.google.com/maps/search/47.6118579,36.5677088",
Repère placé,"CO
Here
Here
Here
Here","https://www.google.com/maps/search/47.4932135,36.2629911",
Repère placé,"CO
Here
Here
Here
Here","https://www.google.com/maps/search/47.4448536,35.3459137",
Repère placé,"CO
Here","https://www.google.com/maps/search/47.6093019,36.5706509",
Repère placé,"CIA
Man 47yo","https://www.google.com/maps/search/48.8657476,2.3730087",
Repère placé,CO,"https://www.google.com/maps/search/47.7230395,37.4093777",
Repère placé,"Signals
Here","https://www.google.com/maps/search/47.3598503,36.6631536",
Repère placé,"DLI
